Nº da ordem;Texto breve;Operação;Texto breve operação;Centro de trabalho;Centro de trabalho Reponsável;Código ABC;Condições da instalação;Nº do equipamento;Centro de trabalho;Local de instalação;Plano de manutenção;Status do Sistema Operação;Status do sistema;Status do usuário;Data-base do início;Data-base do fim;Início Programado;Fim Programado;Data de início real;Hora de início real;Data de fim real;Hora de fim real;Trabalho real;Trabalho da operação;Unidade de trabalho;Data de entrada;Data de referência;Tipo de ordem;Nº da nota;Tipo de nota;Centro;Data da nota;Hora da nota;Data de encerramento da nota;Hora de encerramento da nota;Data de início da avaria;Hora de início da avaria;Data de fim da avaria;Hora de fim da avaria;Duração da parada;Status da nota;Sintoma do dano;Texto breve do dano;Código da causa;Texto breve da causa;Texto longo da causa;Hora início cent.trab.;Hora fim cent.trab.;Capacidade cent.trab.;Tipo de Atividade de Manutenção;Denominação TAM;Custos Planejados;Custos Reais;Moeda;Nº conta do Razão;Centro de custo receptor;Grupo Códigos;Parte do objeto;Nome responsável controle técnico;Código medidas;Texto descritivo medidas;Código de ação;Texto descritivo ações;Texto breve nota;Texto Parte do objeto
4200669;erro no avental;10;* erro no avental * Marcelo Saldanha de 17/01/2025 07:40 até 17/01/2025 09:30 * verificado acionamento do pedais estava ok verificado sistema de segurança ok feito testes no avental subida e descida tudo normal * não identificado ploblema que está descrito na ordem;LIDER_FA;LIDER_FA;E;;PVI023;PVI023;1000-FABCE-TCEST;;CONF ENTE IMPR;ENTE CONF IMPR NOLQ SCDM;AGLE;17/01/2025;17/01/2025;17/01/2025;17/01/2025;17/01/2025;07:40:00;17/01/2025;09:30:00;1,833;0,0;H;17/01/2025;17/01/2025;PM03;10336524;M2;1000;17/01/2025;07:31:44;17/01/2025;12:32:22;17/01/2025;07:31:44;17/01/2025;09:30:00;0,00;MSEN MSIM ORDA;2017;NÃO ACIONA;306;Erro operacional;ZPM-APF 306;07:00:00;16:28:00;5,50;003;Reparação;0,00;0,00;;0031102902;PB2-81530;;;;;;;;erro no avental;
4200670;Não esta baixando a serra.;10;* Não esta baixando a serra. * Geferson Oliveira de 17/01/2025 08:25 até 17/01/2025 09:30 * máquina naomexecutamovimento de descida da serra, após troca do manômetro foi efetuado juste da pressão de descida , máquina * testada e liberada para produção.;LIDER_SL;LIDER_SL;E;;SFI006;SFI006;1000-EXPOR-FERRA;;CONF ENTE IMPR;ENTE CONF IMPR NOLQ SCDM;AGLE;17/01/2025;17/01/2025;17/01/2025;17/01/2025;17/01/2025;08:25:00;17/01/2025;09:30:00;1,083;0,0;H;17/01/2025;17/01/2025;PM03;10336522;M2;1000;17/01/2025;07:12:43;17/01/2025;09:30:51;17/01/2025;07:12:43;17/01/2025;09:30:00;2,29;MSEN MSIM ORDA;2018;NÃO CONTROLA ALTURA;400;Falha no sistema hidráulico;ZPM-APM 400;07:00:00;16:28:00;4,23;003;Reparação;0,00;0,00;;0031102902;PB2-82330;;;;;;;;Não esta baixando a serra.;
4200671;TORNO NÃO LIGA;10;* TORNO NÃO LIGA * Eriques Andreski de 17/01/2025 13:40 até 17/01/2025 14:10 * realizado ajuste na chave secionadora do Tor003;LIDER_FA;LIDER_FA;F;;TOR003;;1000-FABCE-USINA;;CONF ENTE IMPR;ENTE CONF IMPR NOLQ SCDM;AGLE;17/01/2025;17/01/2025;17/01/2025;17/01/2025;17/01/2025;13:40:00;17/01/2025;14:10:00;0,500;0,0;H;17/01/2025;17/01/2025;PM03;10336525;M2;1000;17/01/2025;07:38:36;17/01/2025;16:24:06;17/01/2025;07:38:36;17/01/2025;14:10:00;6,52;MSEN MSIM ORDA;2004;ARREBENTADA;401;Falha no sistema elétrico;ZPM-APM 401;00:00:00;00:00:00;0,00;003;Reparação;0,00;0,00;;0031102902;PB2-81140;;;;;;;;TORNO NÃO LIGA;
4200674;Alarme;10;* Alarme * Felipe Castro de 20/01/2025 07:35 até 20/01/2025 09:00 * resetado falha do inversor e acompanhado processo;LIDER_SL;LIDER_SL;A;;LAS005;LAS005;1000-FABSL-SLCOR;;CNPA ENTE IMPR;ENTE CNPA IMPR NOLQ SCDM;AGLE;20/01/2025;20/01/2025;20/01/2025;20/01/2025;20/01/2025;05:26:00;20/01/2025;09:00:00;1,984;0,0;H;20/01/2025;20/01/2025;PM03;10336682;M2;1000;20/01/2025;02:34:29;20/01/2025;09:12:24;20/01/2025;02:34:29;20/01/2025;09:00:00;6,43;MSEN MSIM ORDA;2002;ALARME;1020;DESGASTE COMPONENTES;ZPM-GER 1020;07:00:00;16:28:00;7,11;003;Reparação;0,00;0,00;;0031102902;PB2-81230;;;;;;;;Alarme;
4200675;mesa trancou;10;* mesa trancou * * las006 ela trancou uma chapa lateral de mesa e acabou entortando e   travando a mesa, tive que retirar a mesa pra conseguir tirar a chapa,   também entortou as divisórias de exaustão foi endireitado, tive que   pedir um apoio para o Maisson por que ela não estava referenciando e   verificamos que estava desalinhado onde faz a leitura do eixo Y foi   ajustado e liberado. * Técnico Daniel.;LIDER_FA;LIDER_FA;A;;LAS006;LAS006;1000-FABCE-ELEST;;CONF ENTE IMPR;ENTE CONF IMPR DMNV NOLQ SCDM;AGLE;20/01/2025;20/01/2025;20/01/2025;20/01/2025;20/01/2025;01:46:00;20/01/2025;05:25:00;3,650;0,0;H;20/01/2025;20/01/2025;PM03;10336681;M2;1000;20/01/2025;01:55:35;28/01/2025;18:37:35;20/01/2025;01:55:35;20/01/2025;04:00:00;0,00;MSEN MSIM ORDA;;;305;Erro na montagem;;07:00:00;16:28:00;7,20;003;Reparação;0,00;0,00;;0031102902;PB2-81630;;;;;;;;mesa trancou;
4200676;Não abre;10;* Não abre * Geferson Oliveira de 20/01/2025 08:35 até 20/01/2025 09:40 * porta não está funcionando, cabo do botão de emergência rompido, efetuado conserto da conexão;LIDER_SL;LIDER_SL;F;;PAR002;;1000-FABSL-SLPER;;CNPA ENTE IMPR;ENTE CNPA IMPR NOLQ SCDM;AGLE;20/01/2025;20/01/2025;20/01/2025;20/01/2025;20/01/2025;01:26:00;20/01/2025;09:40:00;1,400;0,0;H;20/01/2025;20/01/2025;PM03;10336680;M2;1000;20/01/2025;01:46:51;20/01/2025;09:41:46;20/01/2025;01:46:51;20/01/2025;09:39:00;7,87;MSEN MSIM ORDA;2004;ARREBENTADA;402;Falha no sistema pneumático;ZPM-APM 402;00:00:00;00:00:00;0,00;003;Reparação;0,00;0,00;;0031102902;PB2-81260;;;;;;;;Não abre;
4200698;Ângulo das facas não está referenciando;10;* Ângulo das facas não está referenciando * Ederson Amaral de 16/01/2025 10:00 até 16/01/2025 11:00 * iniciado teste com ajuste de parâmetros * Ederson Amaral de 16/01/2025 12:10 até 16/01/2025 15:04 * está gerando alarme de eixo Y e no drive também, quando finaliza o corte da chapa, a tesoura não retorna em automático * Maisson Dias de 17/01/2025 00:50 até 17/01/2025 01:50 * . * Maisson Dias de 17/01/2025 02:30 até 17/01/2025 06:00 * realizado testes encontrado correia do ângulo muito tensionada, tbem durante o corte observado diferenca entre valor real do valor * virtual no eixo Y encontrado o acoplamento do fuso com a chaveta fora de posição preso somente pelo prisioneiro , feito rosca no * centro do eixo do fuso e colocado uma trava para não ocorrer deslocamento da chaveta, testado em corte * Jonas Kaiber de 16/01/2025 16:05 até 16/01/2025 19:00 * ajustado a fibra de entrada do corte. porém não foi possível realizar o ajuste do sl15 * Jonas Kaiber de 16/01/2025 19:31 até 16/01/2025 21:00 * . * Jonas Kaiber de 16/01/2025 22:02 até 17/01/2025 01:30 * realizado vários teste porem não evidenciado motivo da falha. passado informações para o técnico Maisson.;LIDER_SL;LIDER_SL;A;;LCL002;PER023;1000-FABSL-SLPER-PER023;;CONF ENTE IMPR;ENTE CONF IMPR NOLQ SCDM;EXEC;16/01/2025;16/01/2025;16/01/2025;16/01/2025;16/01/2025;10:00:00;17/01/2025;06:00:00;16,267;0,0;H;16/01/2025;17/01/2025;PM03;10335867;M2;1000;16/01/2025;08:23:39;17/01/2025;20:48:15;16/01/2025;08:23:39;17/01/2025;01:30:00;17,11;MSEN MSIM ORDA;2012;FOLGA;403;Falha no sistema mecânico ;foi encontrado chaveta solta pelo Maisso;07:00:00;16:25:00;6,31;003;Reparação;0,00;0,00;;0031102902;PB2-81260;;;;;;;;Ângulo das facas não está referenciando;
4200699;Vazamento de oleo no lubrificador;10;* Vazamento de oleo no lubrificador * John Kensy de 16/01/2025 10:01 até 16/01/2025 12:00 * micro pistola trancada aberta, efetuado a troca. aguardando 1h para empilhadeira buscar material.;LIDER_SL;LIDER_SL;A;;LUB021;PER021;1000-FABSL-SLPER-PER021;;CONF ENTE IMPR;ENTE CONF DMNV IMPA MOME NOLQ;EXEC;16/01/2025;16/01/2025;16/01/2025;16/01/2025;16/01/2025;10:01:00;16/01/2025;12:00:00;1,983;0,0;H;16/01/2025;16/01/2025;PM03;10335873;M2;1000;16/01/2025;08:41:08;16/01/2025;16:00:41;16/01/2025;08:41:08;16/01/2025;12:00:00;3,31;MSEN MSIM ORDA;2032;VAZAMENTO;401;Falha no sistema elétrico;micro pistola com desgaste;07:00:00;16:25:00;6,31;003;Reparação;0,00;29.132,74;;0031102902;PB2-81260;;;;;;;;Vazamento de oleo no lubrificador;
4200700;Las009 Falta de Ar comprimido;10;* Las009 Falta de Ar comprimido * Compressor de alimentação das lasers em falha devido a uma oscilação na   tensão. Restaurado a falha e ligado o compressor. * Cristiano. *;LIDER_FA;LIDER_FA;A;;LAS009;LAS009;1000-FABCE-TCEST;;ENTE IMPR;ENTE IMPR NOLQ SCDM;EXEC;16/01/2025;16/01/2025;16/01/2025;16/01/2025;;00:00:00;;00:00:00;0,000;0,0;H;16/01/2025;16/01/2025;PM03;10335877;M2;1000;16/01/2025;09:15:14;16/01/2025;09:56:36;16/01/2025;09:15:14;16/01/2025;09:20:00;0,00;MSEN MSIM ORDA;;;;;;07:00:00;16:28:00;7,20;003;Reparação;0,00;0,00;;0031102902;PB2-81530;;;;;;;;Las009 Falta de Ar comprimido;
4200703;alarme;10;* alarme * Felipe Castro de 16/01/2025 10:15 até 16/01/2025 11:35 * resetado inversor e ligado laser não apresentou mais falha;LIDER_SL;LIDER_SL;A;;LAS005;LAS005;1000-FABSL-SLCOR;;CONF ENTE IMPR;ENTE CONF IMPR NOLQ SCDM;EXEC;16/01/2025;16/01/2025;16/01/2025;16/01/2025;16/01/2025;10:15:00;16/01/2025;11:35:00;1,333;0,0;H;16/01/2025;16/01/2025;PM03;10336377;M2;1000;16/01/2025;10:00:57;16/01/2025;16:25:30;16/01/2025;10:00:57;16/01/2025;11:35:00;1,57;MSEN MSIM ORDA;2002;ALARME;1021;DESGASTE ROLAMENTOS;ZPM-GER 1021;07:00:00;16:28:00;7,11;003;Reparação;0,00;0,00;;0031102902;PB2-81230;;;;;;;;alarme;
4200710;centralizar a posição do pulção;10;* centralizar a posição do pulção * Marcelo Saldanha de 16/01/2025 14:00 até 16/01/2025 15:54 * realizado alinhamento com gabarito dos punção com matriz estavao fora de alinhamento testado ok;LIDER_FA;LIDER_FA;E;;MAG001;MAG001;1000-FABCE-GREST;;CONF ENTE IMPR;ENTE CONF IMPR NOLQ SCDM;EXEC;16/01/2025;16/01/2025;16/01/2025;16/01/2025;16/01/2025;14:00:00;16/01/2025;15:54:00;1,900;0,0;H;16/01/2025;16/01/2025;PM03;10336470;M2;1000;16/01/2025;12:33:05;16/01/2025;15:56:06;16/01/2025;12:33:05;16/01/2025;15:54:00;3,35;MSEN MSIM ORDA;2007;DESALINHADA(O);403;Falha no sistema mecânico ;punção desalinhado;07:00:00;16:28:00;6,77;003;Reparação;0,00;0,00;;0031102902;PB2-81330;;;;;;;;centralizar a posição do pulção;
4200711;barra danificada;10;* barra danificada * Rogerio Scholten de 16/01/2025 14:02 até 16/01/2025 14:30 * Chamado aberto errado. *;LIDER_PI;LIDER_PI;F;;EST002;;1000-PINTU;;CONF ENTE IMPR;ENTE CONF IMPR NOLQ SCDM;EXEC;16/01/2025;16/01/2025;16/01/2025;16/01/2025;16/01/2025;14:02:00;16/01/2025;14:30:00;0,467;0,0;H;16/01/2025;16/01/2025;PM03;10336474;M2;1000;16/01/2025;13:42:18;16/01/2025;16:42:32;16/01/2025;13:42:18;16/01/2025;14:30:00;0,80;MSEN MSIM ORDA;2017;NÃO ACIONA;303;Erro de chamado;ZPM-APF 303;00:00:00;00:00:00;0,00;003;Reparação;0,00;0,00;;0031102902;PB2-81160;;;;;;;;barra danificada;
4200717;Ponte rolante parou;10;* Ponte rolante parou * Felipe Castro de 16/01/2025 15:15 até 16/01/2025 16:35 * verificado ponte rolante que nao estava acionando nenhum comando do controle e foi encontrado disjuntor no painel de alimentação * desarmado;LIDER_SL;LIDER_SL;E;;PRO036;;1000-PUNCI;;CONF ENTE IMPR;ENTE CONF IMPR DMNV MOME NOLQ;EXEC;16/01/2025;16/01/2025;16/01/2025;16/01/2025;16/01/2025;15:15:00;16/01/2025;16:35:00;1,333;0,0;H;16/01/2025;17/01/2025;PM03;10336476;M2;1000;16/01/2025;13:48:35;17/01/2025;07:16:42;16/01/2025;13:48:35;16/01/2025;16:35:00;2,77;MSEN MSIM ORDA;2017;NÃO ACIONA;1038;FALTA TENSÃO;ZPM-GER 1038;00:00:00;00:00:00;0,00;003;Reparação;0,00;48,84;;0031102902;PB2-81120;;;;;;;;Ponte rolante parou;
4200718;Talha só vai para um lado;10;* Talha só vai para um lado * Felipe Castro de 16/01/2025 14:15 até 16/01/2025 15:15 * aberto controle e encontrado bloco de acionamento solto, reposicionado e fixado com parafusos que estavam faltando;LIDER_SL;LIDER_SL;F;;GGR059;;1000-FABSL-SLSOL;;CONF ENTE IMPR;ENTE CONF IMPR NOLQ SCDM;EXEC;16/01/2025;16/01/2025;16/01/2025;16/01/2025;16/01/2025;14:15:00;16/01/2025;15:15:00;1,000;0,0;H;16/01/2025;16/01/2025;PM03;10336478;M2;1000;16/01/2025;14:01:29;16/01/2025;16:41:53;16/01/2025;14:01:29;16/01/2025;15:15:00;1,23;MSEN MSIM ORDA;2017;NÃO ACIONA;1011;CONECTORES/CABOS SOLTOS;ZPM-GER 1011;00:00:00;00:00:00;0,00;003;Reparação;0,00;0,00;;0031102902;PB2-81240;;;;;;;;Talha só vai para um lado;
4200814;Maquina de stretch parada.;10;* Maquina de stretch parada. * Anderson Santos de 16/01/2025 15:00 até 16/01/2025 15:45 * realizado verificação de falha , reiniciado e resetado o equipamento, verificação de barreira de segurança * Anderson Santos de 16/01/2025 15:45 até 16/01/2025 16:20 * acompanhamento;LIDER_FA;LIDER_FA;F;;ENF001;;1000-ALMOX-PAVII;;CONF ENTE IMPR;ENTE CONF IMPR NOLQ SCDM;EXEC;16/01/2025;16/01/2025;16/01/2025;16/01/2025;16/01/2025;15:00:00;16/01/2025;16:20:00;1,333;0,0;H;16/01/2025;17/01/2025;PM03;10336482;M2;1000;16/01/2025;14:48:04;17/01/2025;12:17:33;16/01/2025;14:48:04;16/01/2025;15:50:00;1,03;MSEN MSIM ORDA;2017;NÃO ACIONA;401;Falha no sistema elétrico;ZPM-APM 401;00:00:00;00:00:00;0,00;003;Reparação;0,00;0,00;;0031102902;PB2-82640;;;;;;;;Maquina de stretch parada.;
4200816;Prensa chapa não tem pressão;10;* Prensa chapa não tem pressão * Marcos Kilpp de 16/01/2025 16:00 até 16/01/2025 18:00 * apoio na busca das vedaçoes compativeis * Luan Bavaresco de 16/01/2025 16:19 até 16/01/2025 21:00 * substituição das gaxeta do prensa chapa;LIDER_FA;LIDER_FA;E;;FCP002;FCP002;1000-FABCE-CORTC;;CNPA ENTE IMPR;ENTE CNPA IMPR NOLQ SCDM;EXEC;16/01/2025;16/01/2025;16/01/2025;16/01/2025;16/01/2025;16:00:00;16/01/2025;21:00:00;11,050;0,0;H;16/01/2025;17/01/2025;PM03;10336483;M2;1000;16/01/2025;14:57:04;17/01/2025;01:48:31;16/01/2025;14:57:04;16/01/2025;21:00:00;6,05;MSEN MSIM ORDA;2009;DESGASTADO;400;Falha no sistema hidráulico;ZPM-APM 400;07:00:00;16:28:00;6,35;003;Reparação;0,00;0,00;;0031102902;PB2-81190;;;;;;;;Prensa chapa não tem pressão;
4200818;alerta de alarme;10;* alerta de alarme * Maicon Martins de 16/01/2025 16:10 até 16/01/2025 20:15 * executado regulagem de pressão de entrada de ar comprimido e gás;LIDER_FA;LIDER_FA;A;0;LAS012;;1000-FABCE-MLEST;;CONF ENTE IMPR;ENTE CONF IMPR DMNV NOLQ SCDM;EXEC;16/01/2025;16/01/2025;16/01/2025;16/01/2025;16/01/2025;16:10:00;16/01/2025;20:15:00;4,083;0,0;H;16/01/2025;17/01/2025;PM03;10336498;M2;1000;16/01/2025;17:12:37;17/01/2025;01:33:55;16/01/2025;17:12:37;16/01/2025;20:15:00;3,04;MSEN MSIM ORDA;2002;ALARME;1024;DESREGULADO;regulagem de pressão;00:00:00;00:00:00;0,00;003;Reparação;0,00;0,00;;0031102902;PB2-81430;;;;;;;;alerta de alarme;
4200819;talha parada;10;* talha parada * Dsilva Terceirizado de 16/01/2025 17:30 até 16/01/2025 18:30 * Cortina do cabo de alimentação elétrica trancou, realizado os ajustes do mesmo. *;LIDER_FA;LIDER_FA;F;0;GGR021;;1000-PINTU-MONTA;;CONF ENTE IMPR;ENTE CONF IMPR DMNV NOLQ SCDM;EXEC;16/01/2025;16/01/2025;16/01/2025;16/01/2025;16/01/2025;17:30:00;16/01/2025;18:30:00;1,000;0,0;H;16/01/2025;16/01/2025;PM03;10336497;M2;1000;16/01/2025;17:11:45;16/01/2025;22:03:03;16/01/2025;17:11:45;16/01/2025;18:30:00;0,00;MSEN MSIM ORDA;2010;ESTICADA;306;Erro operacional;ZPM-APF 306;00:00:00;00:00:00;0,00;003;Reparação;0,00;0,00;;0031102902;PB2-81170;;;;;;;;talha parada;
4200822;IMP 020 NAO ESTA PEGANDO PÇS;10;* IMP 020 NAO ESTA PEGANDO PÇS * Jonas Kaiber de 17/01/2025 01:31 até 17/01/2025 01:40 * sensor que faz a leitura da peça fora de posição, feito reparo pelo próprio operador .;LIDER_SL;LIDER_SL;A;;IMP020;PER020;1000-FABSL-SLPER-PER020;;CONF ENTE IMPR;ENTE CONF IMPR NOLQ SCDM;AGLE;16/01/2025;16/01/2025;16/01/2025;16/01/2025;17/01/2025;01:31:00;17/01/2025;01:40:00;0,150;0,0;H;16/01/2025;20/01/2025;PM03;10336507;M2;1000;16/01/2025;19:58:06;20/01/2025;16:35:02;16/01/2025;19:58:06;16/01/2025;20:00:00;0,00;MSEN MSIM ORDA;2017;NÃO ACIONA;306;Erro operacional;ZPM-APF 306;07:00:00;16:25:00;6,31;003;Reparação;0,00;0,00;;0031102902;PB2-81260;;;;;;;;IMP 020 NAO ESTA PEGANDO PÇS;
4200823;Não esta fechando a mesa do lado A;10;* Não esta fechando a mesa do lado A * Maicon Martins de 16/01/2025 21:16 até 16/01/2025 22:00 * acertado posição numérica de chamar os programas * pois era pra ser o programa 14 e estava setado o número 25;LIDER_FA;LIDER_FA;A;;ROS003;ROS003;1000-FABCE-ELSOL;;CONF ENTE IMPR;ENTE CONF IMPR NOLQ SCDM;AGLE;16/01/2025;16/01/2025;16/01/2025;16/01/2025;16/01/2025;20:30:00;17/01/2025;02:05:00;8,033;0,0;H;16/01/2025;17/01/2025;PM03;10336508;M2;1000;16/01/2025;20:22:06;17/01/2025;01:36:31;16/01/2025;20:22:06;16/01/2025;20:25:00;0,00;MSEN MSIM ORDA;2001;ABERTO;306;Erro operacional;ZPM-APF 306;07:00:00;16:28:00;6,35;003;Reparação;0,00;0,00;;0031102902;PB2-81640;;;;;;;;Não esta fechando a mesa do lado A;
4200824;mesa nao esta baixando e nem levantando;10;* mesa nao esta baixando e nem levantando * Angelo Brust de 16/01/2025 22:30 até 16/01/2025 23:00 * o operador limpou os pés das mesas e o equipamento voltou a operar normalmente;LIDER_SL;LIDER_SL;A;0;LAS011;;1000-FABSL-SLCOR;;CONF ENTE IMPR;ENTE CONF IMPR DMNV NOLQ SCDM;EXEC;16/01/2025;16/01/2025;16/01/2025;16/01/2025;16/01/2025;22:30:00;16/01/2025;23:00:00;0,500;0,0;H;16/01/2025;18/01/2025;PM03;10336512;M2;1000;16/01/2025;22:17:57;18/01/2025;01:12:08;16/01/2025;22:17:57;16/01/2025;23:00:00;0,00;MSEN MSIM ORDA;2002;ALARME;1073;SUJEIRA;ZPM-GER 1073;00:00:00;00:00:00;0,00;003;Reparação;0,00;0,00;;0031102902;PB2-81230;;;;;;;;mesa nao esta baixando e nem levantando;
4200825;Acabou ocorrendo um corte na sanfona;10;*  Acabou ocorrendo um corte na sanfona * Maicon Martins de 16/01/2025 22:31 até 16/01/2025 23:30 * trocado sanfonas do eixo Y 1600050287 proteção sanfonada código trumpf   1595381. localização BARM09A, devido colisão com chapa pois a mesma   estava com pressão  e acabou colidindo com a proteção.;LIDER_FA;LIDER_FA;A;;LAS009;LAS009;1000-FABCE-TCEST;;CONF ENTE IMPR;ENTE CONF IMPR DMNV MOME NOLQ;AGLE;16/01/2025;16/01/2025;16/01/2025;16/01/2025;16/01/2025;22:31:00;16/01/2025;23:30:00;0,983;0,0;H;16/01/2025;28/01/2025;PM03;10336513;M2;1000;16/01/2025;22:46:39;28/01/2025;19:26:11;16/01/2025;22:46:39;16/01/2025;23:30:00;0,00;MSEN MSIM ORDA;2004;ARREBENTADA;203;Problema na Matéria prima;trocado sanfonas;07:00:00;16:28:00;7,20;003;Reparação;0,00;15.028,31;;0031102902;PB2-81530;;;;;;;;Acabou ocorrendo um corte na sanfona;
4200826;sirene;10;* sirene * Dandrade Terceirizado de 16/01/2025 22:01 até 16/01/2025 23:01 * corretiva ok * Dandrade Terceirizado de 16/01/2025 22:10 até 16/01/2025 23:10 * corretiva executada, ok * Dandrade Terceirizado de 16/01/2025 22:13 até 16/01/2025 23:14 * ok,;LIDER_FA;LIDER_FA;A;0;PRO034;;1000-FABCE-MLMON;;CONF ENTE IMPR;ENTE CONF IMPR DMNV NOLQ SCDM;EXEC;16/01/2025;16/01/2025;16/01/2025;16/01/2025;16/01/2025;22:01:00;16/01/2025;23:14:00;3,017;0,0;H;16/01/2025;03/02/2025;PM03;10336518;M2;1000;16/01/2025;23:45:51;03/02/2025;19:41:49;16/01/2025;22:00:00;16/01/2025;23:10:00;1,17;MSEN MSIM ORDA;2013;GRUDADA(O);1045;MAU CONTATO;;00:00:00;00:00:00;0,00;003;Reparação;0,00;0,00;;0031102902;PB2-81440;;;;;;;;sirene;
4200827;Problema no engate da corrente;10;* Problema no engate da corrente * Dandrade Terceirizado de 16/01/2025 22:00 até 16/01/2025 22:57 * Troca da trava do gancho. * Dsilva Terceirizado de 16/01/2025 22:30 até 16/01/2025 23:30 * Substituição do engate da corrente.;LIDER_FA;LIDER_FA;C;0;000000000010000945;;;;CONF ENTE IMPR;ENTE CONF IMPR DMNV NOLQ SCDM;EXEC;16/01/2025;16/01/2025;16/01/2025;16/01/2025;16/01/2025;22:00:00;16/01/2025;23:30:00;1,950;0,0;H;16/01/2025;18/01/2025;PM03;10336515;M2;1000;16/01/2025;23:04:11;18/01/2025;01:01:07;16/01/2025;23:04:11;16/01/2025;23:30:00;0,00;MSEN MSIM ORDA;2004;ARREBENTADA;403;Falha no sistema mecânico ;ZPM-APM 403;00:00:00;00:00:00;0,00;003;Reparação;0,00;0,00;;0031102902;PB2-81530;;;;;;;;Problema no engate da corrente;
4200840;JAG01 COM DEFEITO.;10;* JAG01 COM DEFEITO. * Claudio Lopes de 16/01/2025 19:35 até 16/01/2025 20:00 * disjuntor do exaustor desarmado, rearmado disjuntor e acompanhado equipamento, realizado medição de tenção e corrente do motor, não * foi encontrado problema da causa do desarme.;LIDER_PI;LIDER_PI;A;0;JAG001;JAG001;1000-PINTU;;CNPA ENTE IMPR;ENTE CNPA IMPR DMNV NOLQ SCDM;EXEC;16/01/2025;16/01/2025;16/01/2025;16/01/2025;16/01/2025;19:35:00;16/01/2025;20:59:00;1,384;0,0;H;16/01/2025;17/01/2025;PM03;10336503;M2;1000;16/01/2025;19:26:44;17/01/2025;00:16:37;16/01/2025;19:26:44;16/01/2025;20:00:00;0,55;MSEN MSIM ORDA;2025;NÃO LIGA;401;Falha no sistema elétrico;ZPM-APM 401;07:00:00;16:28:00;5,50;003;Reparação;0,00;0,00;;0031102902;PB2-81160;;;;;;;;JAG01 COM DEFEITO.;
4200841;altura do bimanual;10;* altura do bimanual * Luan Bavaresco de 16/01/2025 22:30 até 16/01/2025 22:40 * equipamento não está parado, para fazer modificações é necessário solicitar apoio do MEP em ordem M1.;LIDER_FA;LIDER_FA;E;0;PVI023;PVI023;1000-FABCE-TCEST;;CONF ENTE IMPR;ENTE CONF IMPR DMNV NOLQ SCDM;EXEC;16/01/2025;16/01/2025;16/01/2025;16/01/2025;16/01/2025;22:30:00;16/01/2025;22:40:00;0,167;0,0;H;16/01/2025;17/01/2025;PM03;10336502;M2;1000;16/01/2025;18:54:48;17/01/2025;01:50:57;16/01/2025;18:54:48;16/01/2025;22:40:00;0,00;MSEN MSIM ORDA;2001;ABERTO;303;Erro de chamado;ZPM-APF 303;07:00:00;16:28:00;5,50;003;Reparação;0,00;0,00;;0031102902;PB2-81530;;;;;;;;altura do bimanual;
4200842;botao de resset;10;* botao de resset * Luan Bavaresco de 16/01/2025 22:40 até 16/01/2025 23:00 * foi reiniciado o sistema e voltou a funcionar;LIDER_FA;LIDER_FA;E;0;PVI023;PVI023;1000-FABCE-TCEST;;CONF ENTE IMPR;ENTE CONF IMPR DMNV NOLQ SCDM;EXEC;16/01/2025;16/01/2025;16/01/2025;16/01/2025;16/01/2025;22:40:00;16/01/2025;23:00:00;0,333;0,0;H;16/01/2025;17/01/2025;PM03;10336501;M2;1000;16/01/2025;18:53:45;17/01/2025;01:53:22;16/01/2025;18:53:45;16/01/2025;23:00:00;4,10;MSEN MSIM ORDA;2001;ABERTO;401;Falha no sistema elétrico;botão de reset não funcionava;07:00:00;16:28:00;5,50;003;Reparação;0,00;0,00;;0031102902;PB2-81530;;;;;;;;botao de resset;
4200843;sensor da ferramenta nao funciona;10;* sensor da ferramenta nao funciona * Angelo Brust de 16/01/2025 23:00 até 16/01/2025 23:59 * foi testado equipamento checado cilindros checado sensores checar dos cabos checados acionamentos e não identificado nenhum * problema pedido para operadora operária e a máquina funcionou normalmente;LIDER_SL;LIDER_SL;E;;PEX048;;1000-FABSL-SLPER-PEX048;;CONF ENTE IMPR;ENTE CONF IMPR NOLQ SCDM;EXEC;16/01/2025;16/01/2025;16/01/2025;16/01/2025;16/01/2025;23:00:00;16/01/2025;23:59:00;0,983;0,0;H;16/01/2025;18/01/2025;PM03;10336514;M2;1000;16/01/2025;22:58:14;18/01/2025;01:14:45;16/01/2025;22:58:14;16/01/2025;23:59:00;1,01;MSEN MSIM ORDA;2017;NÃO ACIONA;1011;CONECTORES/CABOS SOLTOS;máquina precaria;00:00:00;00:00:00;0,00;003;Reparação;0,00;0,00;;0031102902;PB2-81230;;;;;;;;sensor da ferramenta nao funciona;
