Nº da ordem;Texto breve;Operação;Texto breve operação;Centro de trabalho;Centro de trabalho Reponsável;Código ABC;Condições da instalação;Nº do equipamento;Centro de trabalho;Local de instalação;Plano de manutenção;Status do Sistema Operação;Status do sistema;Status do usuário;Data-base do início;Data-base do fim;Início Programado;Fim Programado;Data de início real;Hora de início real;Data de fim real;Hora de fim real;Trabalho real;Trabalho da operação;Unidade de trabalho;Data de entrada;Data de referência;Tipo de ordem;Nº da nota;Tipo de nota;Centro;Data da nota;Hora da nota;Data de encerramento da nota;Hora de encerramento da nota;Data de início da avaria;Hora de início da avaria;Data de fim da avaria;Hora de fim da avaria;Duração da parada;Status da nota;Sintoma do dano;Texto breve do dano;Código da causa;Texto breve da causa;Texto longo da causa;Hora início cent.trab.;Hora fim cent.trab.;Capacidade cent.trab.;Tipo de Atividade de Manutenção;Denominação TAM;Custos Planejados;Custos Reais;Moeda;Nº conta do Razão;Centro de custo receptor;Grupo Códigos;Parte do objeto;Nome responsável controle técnico;Código medidas;Texto descritivo medidas;Código de ação;Texto descritivo ações;Texto breve nota;Texto Parte do objeto
4153613;quebrou a agulha da pistola;10;* quebrou a agulha da pistola * Operação 10 - Claudio Batista Lopes das 14/02/2023 20:21 às 14/02/2023   20:55 - agulha da pistola quebrada, foi substituido pistola.;LIDER_2º;LIDER_2º;F;;PIS010;;1000-PINTU;;CONF ENTE IMPR;ENTE CONF IMPR CAPC NOLQ SCDM;EXEC;14/02/2023;;14/02/2023;14/02/2023;14/02/2023;20:21:00;14/02/2023;20:55:00;0,567;0,0;H;14/02/2023;15/02/2023;PM01;10254243;M2;1000;14/02/2023;20:15:18;15/02/2023;08:17:42;14/02/2023;20:15:18;14/02/2023;20:45:00;0,50;MSEN MSIM ORDA;2004;ARREBENTADA;1029;FADIGA;;00:00:00;00:00:00;0,00;001;Inspeção;0,00;0,00;;0031102902;PB2-81160;;;;;;;;quebrou a agulha da pistola;
4153614;dor021;10;* dor021 * Operação 10 - Marcelo Saldanha Da Silva das 14/02/2023 18:35 às   14/02/2023 21:00 - PINO DE LEITURA DAS CHAPAS TORTO FOI RETIRADO E   ENDIREITADO E REPOCISIONADO E TESTATO.;LIDER_SL;LIDER_SL;A;;DOR021;PER021;1000-FABSL-SLPER-PER021;;CONF ENTE IMPR;ENTE CONF IMPR CAPC NOLQ SCDM;EXEC;14/02/2023;;14/02/2023;14/02/2023;14/02/2023;18:35:00;14/02/2023;21:00:00;2,417;0,0;H;14/02/2023;17/02/2023;PM01;10254236;M2;1000;14/02/2023;18:06:02;17/02/2023;09:21:04;14/02/2023;18:06:02;14/02/2023;21:00:00;0,00;MSEN MSIM ORDA;2015;HASTE TORTA;1010;COLISÃO;;07:00:00;16:25:00;6,31;001;Inspeção;0,00;0,00;;0031102902;PB2-81260;;;;;;;;dor021;
4153615;arebentou mangeira arame;10;* arebentou mangeira arame * Operação 10 - Rafael Welter da Rocha das 14/02/2023 22:30 às 14/02/2023   23:59 - * Item 2 * Operação 10 - Maicon Martins das 14/02/2023 22:31 às 14/02/2023 23:59 -   arrebentou mangueira do arame / / retirado pedaços danificados e limpado guia do arame. *;LIDER_2º;LIDER_2º;A;;ROS006;ROS006;1000-FABCE-GRSOL;;CONF ENTE IMPR;ENTE CONF IMPR CAPC NOLQ SCDM;EXEC;14/02/2023;;14/02/2023;14/02/2023;14/02/2023;22:30:00;14/02/2023;23:59:00;2,950;0,0;H;14/02/2023;15/02/2023;PM01;10254237;M2;1000;14/02/2023;18:41:57;15/02/2023;07:43:35;14/02/2023;18:41:57;14/02/2023;23:20:00;4,63;MSEN MSIM ORDA;2004;ARREBENTADA;1020;DESGASTE COMPONENTES;;07:00:00;16:28:00;7,20;001;Inspeção;0,00;0,00;;0031102902;PB2-81340;;;;;;;;arebentou mangeira arame;
4153616;portao 1 quebrou;10;* portao 1 quebrou * Operação 10 - Cristian de Almeida Generoso das 14/02/2023 22:35 às   14/02/2023 23:30 -roda do portao solta realizado a montagem e fixação da   mesma testado.;LIDER_2º;LIDER_2º;A;;ROS008;ROS008;1000-FABSL-SLSOL;;CONF ENTE IMPR;ENTE CONF IMPR CAPC NOLQ SCDM;EXEC;14/02/2023;;14/02/2023;14/02/2023;14/02/2023;22:35:00;14/02/2023;23:30:00;0,917;0,0;H;14/02/2023;15/02/2023;PM01;10254238;M2;1000;14/02/2023;18:51:34;15/02/2023;15:56:53;14/02/2023;18:51:34;14/02/2023;23:20:00;4,47;MSEN MSIM ORDA;2029;NÃO POSICIONA;1072;SOLTA;;07:00:00;16:28:00;7,20;001;Inspeção;0,00;0,00;;0031102902;PB2-81240;;;;;;;;portao 1 quebrou;
4153617;maquina regulada conforme painel;10;* maquina regulada conforme painel * Operação 10 - Cristian de Almeida Generoso das 14/02/2023 23:31 às   14/02/2023 23:59 - verificado equipamento operador já tinha solucionado   relatou que era parâmetros de ajuste operacional.;LIDER_2º;LIDER_2º;A;;PER014;PER014;1000-FABSL-SLPER-PERTUB;;CONF ENTE IMPR;ENTE CONF IMPR CAPC NOLQ SCDM;EXEC;14/02/2023;;14/02/2023;14/02/2023;14/02/2023;23:31:00;14/02/2023;23:59:00;0,467;0,0;H;14/02/2023;15/02/2023;PM01;10254239;M2;1000;14/02/2023;18:52:42;16/02/2023;21:54:51;14/02/2023;18:52:42;14/02/2023;23:40:00;0,00;MSEN MSIM ORDA;2027;NÃO MEDE ESPESSURA CHAPA;1057;PROCESSO PRODUÇÃO;;07:00:00;16:28:00;7,62;001;Inspeção;0,00;0,00;;0031102902;PB2-81240;;;;;;;;maquina regulada conforme painel;
4153623;Jag03 com defeito;10;* Jag03 com defeito * Operação 10 - Claudiomiro da Silva das 15/02/2023 09:00 às 15/02/2023   09:15 - Barreira de segurança fora de posição.;LIDER_PI;LIDER_PI;E;;JAG003;;1000-PINTU;;CONF ENTE IMPR;ENTE CONF IMPR CAPC NOLQ SCDM;EXEC;15/02/2023;;15/02/2023;15/02/2023;15/02/2023;09:00:00;15/02/2023;09:15:00;0,250;0,0;H;15/02/2023;16/02/2023;PM01;10254251;M2;1000;15/02/2023;01:13:02;16/02/2023;08:28:32;15/02/2023;01:13:02;15/02/2023;09:05:00;7,87;MSEN MSIM ORDA;2007;DESALINHADA(O);1042;FORA DE POSIÇÃO;;00:00:00;00:00:00;0,00;001;Inspeção;0,00;0,00;;0031102902;PB2-81160;;;;;;;;Jag03 com defeito;
4153624;cabo saiu fora da canaleta na plataforma;10;* cabo saiu fora da canaleta na plataforma * Operação 10 - Claudiomiro da Silva das 15/02/2023 09:17 às 15/02/2023   09:30 - Verificado equipamento , conversado com operadores nao   encontrado cabo fora posição.;LIDER_PI;LIDER_PI;F;;PEH001;GPI021;1000-PINTU-PAVII;;CONF ENTE IMPR;ENTE CONF IMPR CAPC NOLQ SCDM;EXEC;15/02/2023;;15/02/2023;15/02/2023;15/02/2023;09:17:00;15/02/2023;09:30:00;0,217;0,0;H;15/02/2023;16/02/2023;PM01;10254250;M2;1000;15/02/2023;00:39:11;16/02/2023;08:25:40;15/02/2023;00:39:11;15/02/2023;09:20:00;8,68;MSEN MSIM ORDA;2007;DESALINHADA(O);1042;FORA DE POSIÇÃO;;07:00:00;16:28:00;5,50;001;Inspeção;0,00;0,00;;0031102902;PB2-81160;;;;;;;;cabo saiu fora da canaleta na plataforma;
4153628;Ponte rolante parou com carga suspens;10;* Ponte rolante parou com carga suspens * 15/02/23-DAS 16:25 AS 17:20(JEFERSON RODRUIGES) * APOS SUBSTUIÇÃO DO FUZIVEL QUEIMADO FOI REALIZADO TESTE DE FUNCIONAMENTO   AONDE O EQUIPAMENTO FUNCIONOU NORMALMENTE.;LIDER_FA;LIDER_FA;A;;PRO025;;1000-FABCE-MGEST;;CONF ENTE IMPR;ENTE CONF IMPR CAPC NOLQ SCDM;AGLE;15/02/2023;;15/02/2023;15/02/2023;15/02/2023;11:00:00;15/02/2023;18:00:00;6,751;0,0;H;15/02/2023;16/02/2023;PM01;10254261;M2;1000;15/02/2023;08:31:33;16/02/2023;08:35:39;15/02/2023;08:31:33;15/02/2023;17:20:00;8,81;MSEN MSIM ORDA;2025;NÃO LIGA;1031;FALTA DE FASE;;00:00:00;00:00:00;0,00;001;Inspeção;0,00;0,00;;0031102902;PB2-82620;;;;;;;;Ponte rolante parou com carga suspens;
4153629;censor não funciona;10;* censor não funciona * Operação 10 - Maicon Martins das 15/02/2023 17:01 às 15/02/2023 21:00 - * Item 2 * Operação 10 - Maicon Martins das 15/02/2023 22:31 às 15/02/2023 23:59 - * Item 3 * Operação 10 - Maicon Martins das 16/02/2023 00:01 às 16/02/2023 02:00 -   sensor não funciona e vazamento de óleo / / executado a troca de todo o cabo do pedal .;LIDER_FA;LIDER_FA;F;;PVI024;PVI024;1000-FABCE-MLEST;;CONF ENTE IMPR;ENTE CONF IMPR CAPC NOLQ SCDM;AGLE;15/02/2023;;15/02/2023;15/02/2023;15/02/2023;09:50:00;16/02/2023;08:50:00;13,767;0,0;H;15/02/2023;16/02/2023;PM01;10254277;M2;1000;15/02/2023;09:24:59;16/02/2023;07:55:57;15/02/2023;09:24:59;16/02/2023;01:45:00;16,33;MSEN MSIM ORDA;2004;ARREBENTADA;1007;CABO ROMPIDO;;07:00:00;16:28:00;5,50;001;Inspeção;0,00;0,00;;0031102902;PB2-81430;;;;;;;;censor não funciona;
4153630;Tocha com vazamento de água;10;* Tocha com vazamento de água * Operação 10 - Anderson Schallenberger das 16/02/2023 01:31 às 16/02/2023   02:45 - Realizado testes (cordões de solda) tocha não apresentou   vazamento, porem garra negativa estava totalmente quebrada, foi   substituido.;LIDER_FA;LIDER_FA;F;;ASM099;;1000-FABCE-TCSOL;;CONF ENTE IMPR;ENTE CONF IMPR CAPC NOLQ SCDM;AGLE;15/02/2023;;15/02/2023;15/02/2023;16/02/2023;01:31:00;10/03/2023;16:28:00;3,783;0,0;H;15/02/2023;16/02/2023;PM01;10254293;M2;1000;15/02/2023;09:36:50;16/02/2023;08:22:22;15/02/2023;09:36:50;16/02/2023;02:45:00;0,00;MSEN MSIM ORDA;2032;VAZAMENTO;1077;VAZAMENTO;;00:00:00;00:00:00;0,00;001;Inspeção;0,00;0,00;;0031102902;PB2-81540;;;;;;;;Tocha com vazamento de água;
4153654;emp022;10;* emp022 * Operação 10 - Cristian de Almeida Generoso das 16/02/2023 17:30 às   16/02/2023 18:30 - conferido sensores todos operando normalmente   verificado que parâmetros de medidas estavam errados pedido para   operador realizar ajuste correto de medidas testado acompanhado   processo.;LIDER_SL;LIDER_SL;E;;EMP022;PER022;1000-FABSL-SLPER-PER022;;CONF ENTE IMPR;ENTE CONF IMPR CAPC NOLQ SCDM;AGLE;16/02/2023;;16/02/2023;16/02/2023;16/02/2023;17:30:00;16/02/2023;18:30:00;1,000;0,0;H;16/02/2023;17/02/2023;PM01;10254375;M2;1000;16/02/2023;17:54:57;05/10/2023;22:02:09;16/02/2023;17:54:57;16/02/2023;18:00:00;0,00;MSEN MSIM ORDA;2002;ALARME;1057;PROCESSO PRODUÇÃO;;07:00:00;16:28:00;5,93;001;Inspeção;0,00;0,00;;;PB2-81260;;;;;;;;emp022;
4153655;pistola trancada;10;* p * Operação 10 - Claudio Batista Lopes das 16/02/2023 20:46 às 16/02/2023   20:59 - agulha trancada, realizado limpeza.;PINTU 2º;PINTU 2º;F;;PIS001;;1000-PINTU;;CONF ENTE IMPR;ENTE CONF IMPR CAPC NOLQ SCDM;EXEC;16/02/2023;;16/02/2023;16/02/2023;16/02/2023;20:46:00;16/02/2023;20:59:00;0,217;0,0;H;16/02/2023;17/02/2023;PM01;10254377;M2;1000;16/02/2023;20:51:36;17/02/2023;09:14:51;16/02/2023;20:51:36;16/02/2023;20:55:00;0,06;MSEN MSIM ORDA;2017;NÃO ACIONA;1073;SUJEIRA;;00:00:00;00:00:00;0,00;001;Inspeção;0,00;0,00;;0031102902;PB2-81160;;;;;;;;p;
4153659;escapou a correia;10;* escapou a correia * Operação 10 - Josaias da Rosa da Luz das 17/02/2023 22:07 às 17/02/2023   22:08 - Ordem gerada erradaOperação 10 - Josaias da Rosa da Luz das   17/02/2023 22:07 às 17/02/2023 22:08 - Ordem gerada errada.;LIDER_2º;LIDER_2º;A;;LAS005;LAS005;1000-FABSL-SLCOR;;CONF ENTE IMPR;ENTE CONF IMPR CAPC NOLQ SCDM;EXEC;17/02/2023;;20/02/2023;20/02/2023;17/02/2023;22:07:00;17/02/2023;22:08:00;0,017;0,0;H;18/02/2023;20/02/2023;PM01;10254512;M2;1000;17/02/2023;22:06:37;20/02/2023;07:36:12;17/02/2023;22:06:37;17/02/2023;22:08:00;0,00;MSEN MSIM ORDA;2001;ABERTO;1057;PROCESSO PRODUÇÃO;;07:00:00;16:28:00;7,11;001;Inspeção;0,00;0,00;;0031102902;PB2-81230;;;;;;;;escapou a correia;
4153680;Bobina desenrolada;10;* Bobina desenrolada * Item 1 * Operação 10 - Felipe Castro Almeida das 15/02/2023 14:45 às 15/02/2023   16:15 - acompanhado processo e orientado operador cortar a bobina para   fazer a remoção. *;LIDER_SL;LIDER_SL;A;;DES014;PER014;1000-FABSL-SLPER-PERTUB;;CONF ENTE IMPR;ENTE CONF IMPR CAPC NOLQ SCDM;EXEC;15/02/2023;;15/02/2023;15/02/2023;15/02/2023;14:15:00;15/02/2023;16:15:00;2,000;0,0;H;15/02/2023;20/02/2023;PM01;10254309;M2;1000;15/02/2023;14:45:38;20/02/2023;07:28:55;15/02/2023;14:45:38;15/02/2023;15:00:00;0,24;MSEN MSIM ORDA;2001;ABERTO;1057;PROCESSO PRODUÇÃO;;07:00:00;16:28:00;7,62;001;Inspeção;0,00;0,00;;0031102902;PB2-81240;;;;;;;;Bobina desenrolada;
4153681;CONTROLE DA SUCÇÃO DO MNP004;10;* CONTROLE DA SUCÇÃO DO MNP004 * Operação 10 - Angelo Luiz Brust das 15/02/2023 16:10 às 15/02/2023 16:40   - nao desaciona ventosa, identificado mal contato em conector no painel,   realizado reaperto.;LIDER_FA;LIDER_FA;A;;MNP004;;1000-FABCE-ELSOL;;CONF ENTE IMPR;ENTE CONF IMPR CAPC NOLQ SCDM;AGLE;15/02/2023;;15/02/2023;15/02/2023;15/02/2023;16:10:00;15/02/2023;16:40:00;0,500;0,0;H;15/02/2023;16/02/2023;PM01;10254310;M2;1000;15/02/2023;15:03:54;16/02/2023;08:30:57;15/02/2023;15:03:54;15/02/2023;16:30:00;1,44;MSEN MSIM ORDA;2017;NÃO ACIONA;1011;CONECTORES/CABOS SOLTOS;;00:00:00;00:00:00;0,00;001;Inspeção;0,00;0,00;;0031102902;PB2-81640;;;;;;;;CONTROLE DA SUCÇÃO DO MNP004;
4153687;Sensor do portao só fica caindo;10;* Sensor do portao só fica caindo * Operação 10 - Cristian de Almeida Generoso das 15/02/2023 19:01 às   15/02/2023 20:00 - sensor do portão solto realizado fixação do mesmo.;LIDER_SL;LIDER_SL;E;;PEX048;;1000-FABSL-SLPER-PEX048;;CONF ENTE IMPR;ENTE CONF IMPR CAPC NOLQ SCDM;EXEC;15/02/2023;;15/02/2023;15/02/2023;15/02/2023;19:01:00;15/02/2023;20:00:00;0,983;0,0;H;15/02/2023;16/02/2023;PM01;10254312;M2;1000;15/02/2023;15:47:20;16/02/2023;14:15:37;15/02/2023;15:47:20;15/02/2023;19:40:00;3,88;MSEN MSIM ORDA;2033;MELHORIA;1061;QUEBRADA(O);;00:00:00;00:00:00;0,00;001;Inspeção;0,00;0,00;;0031102902;PB2-81230;;;;;;;;Sensor do portao só fica caindo;
4153688;arou o carro;10;*  arou o carro * 15/02/23-DAS 20:00 A 21:00(JEFERSON RODRIGUES) * ALARME NO RÁDIO, FOI DESLIGADO O MESMO (ALIMENTAÇÃO) FOI 2 MINUTOS, APÓS   RELIGADO NORMALMENTE,REALIZADO TESTE DE FUNCIONAMENTO E LIBERADO   EQUIPAMENTO.;LIDER_2º;LIDER_2º;E;;PRO001;;1000-FABCE-TCEST;;CONF ENTE IMPR;ENTE CONF IMPR CAPC NOLQ SCDM;EXEC;15/02/2023;;15/02/2023;15/02/2023;15/02/2023;20:00:00;15/02/2023;21:00:00;1,000;0,0;H;15/02/2023;16/02/2023;PM01;10254319;M2;1000;15/02/2023;17:50:57;16/02/2023;08:39:04;15/02/2023;17:50:57;15/02/2023;21:00:00;3,15;MSEN MSIM ORDA;2028;NÃO OBEDECE COMANDO;1037;FALTA SINAL DE COMANDO;;00:00:00;00:00:00;0,00;001;Inspeção;0,00;0,00;;0031102902;PB2-81530;;;;;;;;arou o carro;
4153692;problema na faca que corta a fita;10;* problema na faca que corta a fita * Operação 10 - Josaias da Rosa da Luz das 15/02/2023 17:00 às 15/02/2023   20:00 -Realizado acompanhamento junto a produção, para processar o   inicio da bobina. foi orientado que após processar o material gerar   ordem para consertar a faca que esta com parafusos quebrados.;LIDER_2º;LIDER_2º;A;;PER014;PER014;1000-FABSL-SLPER-PERTUB;;CONF ENTE IMPR;ENTE CONF IMPR CAPC NOLQ SCDM;EXEC;15/02/2023;;15/02/2023;15/02/2023;15/02/2023;17:00:00;15/02/2023;20:00:00;3,000;0,0;H;15/02/2023;16/02/2023;PM01;10254322;M2;1000;15/02/2023;18:50:11;16/02/2023;14:13:23;15/02/2023;18:50:11;15/02/2023;19:00:00;0,16;MSEN MSIM ORDA;2001;ABERTO;1057;PROCESSO PRODUÇÃO;;07:00:00;16:28:00;7,62;001;Inspeção;0,00;0,00;;0031102902;PB2-81240;;;;;;;;problema na faca que corta a fita;
4153697;colocar a faca no desbobinador;10;* colocar a faca no desbobinador * Operação 10 - Luiz Felipe Ribeiro Meirelles das 16/02/2023 08:20 às   16/02/2023 08:40 - om aberta errada.;LIDER_SL;LIDER_SL;A;;PER014;PER014;1000-FABSL-SLPER-PERTUB;;ENTE IMPR;ENTE IMPR CAPC NOLQ SCDM;EXEC;16/02/2023;;16/02/2023;16/02/2023;;00:00:00;;00:00:00;0,000;0,0;H;16/02/2023;16/02/2023;PM01;10254331;M2;1000;16/02/2023;06:18:35;16/02/2023;22:40:59;16/02/2023;06:17:00;16/02/2023;06:18:00;0,00;MSEN MSIM ORDA;2009;DESGASTADO;1057;PROCESSO PRODUÇÃO;;07:00:00;16:28:00;7,62;001;Inspeção;0,00;0,00;;0031102902;PB2-81240;;;;;;;;colocar a faca no desbobinador;
4153699;cabeçote;20;pagamento mangueira ja fornecida TRUMPF;MANUTADM;LIDER_FA;A;;LAS009;LAS009;1000-FABCE-TCEST;;ENTE IMPR;ENTE CNPA CAPC DMNV IMPA MOME NOLQ;AGMA;16/02/2023;;20/03/2023;20/03/2023;;00:00:00;;00:00:00;0,000;0,0;H;16/02/2023;29/03/2023;PM01;10254335;M2;1000;16/02/2023;08:01:39;23/02/2023;08:15:10;16/02/2023;08:01:39;21/02/2023;16:20:00;128,31;MSEN MSIM ORDA;2028;NÃO OBEDECE COMANDO;1073;SUJEIRA;;07:00:00;16:28:00;7,20;001;Inspeção;138.777,80;161.186,61;BRL;0031102902;PB2-81530;;;;;;;;cabeçote;
4153699;cabeçote;10;* cabeçote * Operação 10 - Marcos Roberto Selle das 16/02/2023 08:55 às 16/02/2023   11:30 - * Item 2 * Operação 10 - Marcos Roberto Selle das 16/02/2023 12:40 às 16/02/2023   15:30 - Equipamento está com manchas na lente do cabeçote, não está   sendo possível a operação. Aguardando técnico Trumpf. * Item 3 * Operação 10 - Maicon Martins das 17/02/2023 22:31 às 17/02/2023 23:00 -   cabeçote danificado / / buscado cabeçote novo no almoxarifado e deixado na sala da engenharia   (Evandro * Item 4 * Operação 10 - Maicon Martins das 20/02/2023 16:15 às 20/02/2023 21:00 - * Item 5 * Operação 10 - Marcos Roberto Selle das 17/02/2023 08:45 às 17/02/2023   11:30 - * Item 6 * Operação 10 - Marcos Roberto Selle das 17/02/2023 12:40 às 17/02/2023   17:30 - * Item 7 * Operação 10 - Marcos Roberto Selle das 20/02/2023 08:15 às 20/02/2023   11:40 - * Item 8 * Operação 10 - Marcos Roberto Selle das 20/02/2023 12:45 às 20/02/2023   16:35 - * Item 9 * Operação 10 - Marcos Roberto Selle das 21/02/2023 08:05 às 21/02/2023   11:35 - * Item 10 * Operação 10 - Marcos Roberto Selle das 21/02/2023 12:35 às 21/02/2023   16:35 - * Item 11 * Operação 10 - Marcos Roberto Selle das 22/02/2023 08:05 às 22/02/2023   11:50 - * Item 12 * Operação 10 - Marcos Roberto Selle das 22/02/2023 12:45 às 22/02/2023   16:33 - Equipamento apresentou problema no corte, má qualidade,   dificuldade de ajustar parâmetros de corte. Identificado manchas na   lente do cabeçote. Realizado medição de partículas no gas nitrogênio ,   apresentou valor elevado, trocado filtros, realizado limpeza do regul   ador, após foi realizado a instalação do cabeçote novo. testado e   liberado equipamento para operação. *;LIDER_FA;LIDER_FA;A;;LAS009;LAS009;1000-FABCE-TCEST;;CONF ENTE IMPR;ENTE CNPA CAPC DMNV IMPA MOME NOLQ;AGMA;16/02/2023;;20/03/2023;20/03/2023;16/02/2023;08:55:00;22/02/2023;16:33:00;40,532;0,0;H;16/02/2023;29/03/2023;PM01;10254335;M2;1000;16/02/2023;08:01:39;23/02/2023;08:15:10;16/02/2023;08:01:39;21/02/2023;16:20:00;128,31;MSEN MSIM ORDA;2028;NÃO OBEDECE COMANDO;1073;SUJEIRA;;07:00:00;16:28:00;7,20;001;Inspeção;0,00;0,00;;0031102902;PB2-81530;;;;;;;;cabeçote;
4153706;falha no inversor AC do enrolador;10;* falha no inversor AC do enrolador * Operação 10 - Felipe Castro Almeida das 16/02/2023 09:45 às 16/02/2023   10:50 - trocado mangueira de ar que estava com vazamento.;LIDER_SL;LIDER_SL;A;;LCL001;LCL001;1000-FABSL-SLSLI;;CONF ENTE IMPR;ENTE CONF IMPR CAPC NOLQ SCDM;EXEC;16/02/2023;;16/02/2023;16/02/2023;16/02/2023;09:45:00;16/02/2023;10:50:00;1,083;0,0;H;16/02/2023;20/02/2023;PM01;10254342;M2;1000;16/02/2023;09:05:40;20/02/2023;07:30:20;16/02/2023;09:05:40;16/02/2023;10:40:00;1,57;MSEN MSIM ORDA;2032;VAZAMENTO;1020;DESGASTE COMPONENTES;;07:00:00;16:28:00;5,50;001;Inspeção;0,00;0,00;;0031102902;PB2-81260;;;;;;;;falha no inversor AC do enrolador;
4153711;stufa;10;stufa;LIDER_PI;LIDER_PI;A;;EST005;;1000-PINTU;;ENTE IMPR;ENTE IMPR CAPC NOLQ SCDM;EXEC;16/02/2023;;16/02/2023;16/02/2023;;00:00:00;;00:00:00;0,000;0,0;H;16/02/2023;07/03/2023;PM01;10254357;M2;1000;16/02/2023;10:56:55;07/03/2023;14:21:39;16/02/2023;10:56:55;16/02/2023;11:40:00;0,72;MSEN MSIM ORDA;2002;ALARME;1045;MAU CONTATO;;00:00:00;00:00:00;0,00;001;Inspeção;0,00;0,00;;0031102902;PB2-81160;;;;;;;;stufa;
4153712;Laser estragado;10;* Laser estragado * Operação 10 - Felipe Castro Almeida das 16/02/2023 12:40 às 16/02/2023   13:35 - Ajustado laser e acompanhado processo * Item 2 * Operação 10 - Luiz Felipe Ribeiro Meirelles das 17/02/2023 13:00 às   17/02/2023 14:00 - auxiliado técnico Felipe na atividade. *;LIDER_SL;LIDER_SL;F;;PVI026;PVI026;1000-FABSL-SLEST;;CNPA ENTE IMPR;ENTE CNPA IMPR CAPC NOLQ SCDM;EXEC;16/02/2023;;16/02/2023;16/02/2023;16/02/2023;12:40:00;16/02/2023;14:00:00;1,917;0,0;H;16/02/2023;20/02/2023;PM01;10254359;M2;1000;16/02/2023;12:05:32;20/02/2023;07:27:28;16/02/2023;12:05:32;16/02/2023;13:25:00;1,32;MSEN MSIM ORDA;2017;NÃO ACIONA;1042;FORA DE POSIÇÃO;;07:00:00;16:28:00;5,50;001;Inspeção;0,00;0,00;;0031102902;PB2-81260;;;;;;;;Laser estragado;
4153716;Sobre carg hidraulica;10;* Sobre carg hidraulica * Operação 10 - Luiz Felipe Ribeiro Meirelles das 16/02/2023 14:00 às   16/02/2023 16:00 - alarme de sobrecarga. realizado inspeção no painel   porem não foi encontrado nada. realizado inspeção na pressão do martelo   e visualizado que o mesmo não esta dando pressão. * Item 2 * Operação 10 - John Cesar Kensy das 17/02/2023 01:10 às 17/02/2023 06:45   - efetuado testes e diagnosticado que bomba esta com defeito, não   sustenta a pressão acima de 50 bar, deve ser entrado em contato com a   Gasparini, informações no grupo de manutenção silos. * Item 3 * Operação 10 - Felipe Castro Almeida das 16/02/2023 13:35 às 16/02/2023   15:10 - * Item 4 * Operação 10 - Felipe Castro Almeida das 20/02/2023 11:45 às 20/02/2023   13:10 - foi acompanhado o processo e não apresentou mais falha,   equipamento esta trabalhando com velocidade reduzida entrado em contato   com pessoal da Jundiaí e será verificado para fazer a troca da bomba. *;LIDER_SL;LIDER_SL;E;;PEX049;PEX049;1000-FABSL-SLPER-PEX049;;CONF ENTE IMPR;ENTE CONF IMPR CAPC DMNV MOME NOLQ;EXEC;16/02/2023;;16/02/2023;16/02/2023;16/02/2023;13:35:00;20/02/2023;13:10:00;10,583;0,0;H;16/02/2023;22/02/2023;PM01;10254363;M2;1000;16/02/2023;14:15:04;22/02/2023;07:37:26;16/02/2023;14:15:04;20/02/2023;12:40:00;94,42;MSEN MSIM ORDA;2024;NÃO GERA PRESSÃO;1020;DESGASTE COMPONENTES;;07:00:00;16:28:00;6,35;001;Inspeção;685,65;829,97;BRL;0031102902;PB2-81230;;;;;;;;Sobre carg hidraulica;
4153718;estourou mangueira de ar na GTI28;10;* estourou mangueira de ar na GTI28 * Operação 10 - Felipe Castro Almeida das 16/02/2023 15:10 às 16/02/2023   16:20 - trocado mangueira que estava com vazamento.;LIDER_SL;LIDER_SL;E;;GTI028;PEX042;1000-PUNCI;;CONF ENTE IMPR;ENTE CONF IMPR CAPC NOLQ SCDM;EXEC;16/02/2023;;16/02/2023;16/02/2023;16/02/2023;15:10:00;16/02/2023;16:20:00;1,167;0,0;H;16/02/2023;20/02/2023;PM01;10254364;M2;1000;16/02/2023;14:38:52;20/02/2023;07:26:22;16/02/2023;14:38:52;16/02/2023;15:50:00;1,19;MSEN MSIM ORDA;2032;VAZAMENTO;1020;DESGASTE COMPONENTES;;07:00:00;16:28:00;6,35;001;Inspeção;0,00;0,00;;0031102902;PB2-81120;;;;;;;;estourou mangueira de ar na GTI28;
4153723;esteira 2, repor borracha que estão falt;10;* esteira 2, repor borracha que estão falt * Operação 10 - Marcelo Saldanha Da Silva das 16/02/2023 22:35 às   16/02/2023 23:50 REALIZADO A TROCAS DAS CORREIAS DE BORRACHAS QUE ESTAVA   ROMPIDAS.;LIDER_SL;LIDER_SL;A;;LCL002;PER023;1000-FABSL-SLPER-PER023;;CONF ENTE IMPR;ENTE CONF IMPR CAPC NOLQ SCDM;EXEC;16/02/2023;;16/02/2023;16/02/2023;16/02/2023;22:35:00;16/02/2023;23:50:00;1,250;0,0;H;16/02/2023;17/02/2023;PM01;10254369;M2;1000;16/02/2023;16:01:53;17/02/2023;09:19:54;16/02/2023;16:01:53;16/02/2023;23:50:00;7,80;MSEN MSIM ORDA;2004;ARREBENTADA;1064;ROMPIMENTO;;07:00:00;16:25:00;6,31;001;Inspeção;0,00;0,00;;0031102902;PB2-81260;;;;;;;;esteira 2, repor borracha que estão falt;
